variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-shift_reversal-5c87169260,pospischil2008_lts,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""-95.0 mV"",""old"":""-100.0 mV""}],""element"":""channelDensity"",""element_id"":""Kd_all"",""shift_mV"":5.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""-95.0 mV"",""note"":""shift_reversal"",""old"":""-100.0 mV""}]",{},"shift_reversal at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element"": ""channelDensity"", ""element_id"": ""Kd_all"", ""shift_mV"": 5.0} erev: '-100.0 mV' -> '-95.0 mV'",20260913
m-scale_capacitance-ee6df9013d,pospischil2008_lts,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""1.1 uF_per_cm2"",""old"":""1.0 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":1.1}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""1.1 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.0 uF_per_cm2""}]",{},"scale_capacitance at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 1.1} value: '1.0 uF_per_cm2' -> '1.1 uF_per_cm2'",20260913
m-scale_capacitance-64ced10e8f,pospischil2008_lts,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""2.0 uF_per_cm2"",""old"":""1.0 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":2.0}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""2.0 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.0 uF_per_cm2""}]",{},"scale_capacitance at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 2.0} value: '1.0 uF_per_cm2' -> '2.0 uF_per_cm2'",20260913
m-scale_gate_time_constant-834b272d00,pospischil2008_lts,biophysical,scale_gate_time_constant,"{""channel"":""Na"",""factor"":2.0,""gate"":""m"",""mechanism"":""q10_insert""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/channels/Na/Na.channel.nml"",""locator"":""/neuroml[@id='Na']/ionChannel[@id='Na']/gate[@id='m']/q10Settings[1]"",""new"":""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""2\""/>"",""note"":""scale_gate_time_constant"",""old"":null}]",{},"scale_gate_time_constant at NeuroML2/channels/Na/Na.channel.nml:/neuroml[@id='Na']/ionChannel[@id='Na']/gate[@id='m'] {""channel"": ""Na"", ""factor"": 2.0, ""gate"": ""m"", ""mechanism"": ""q10_insert""} ",20260913
m-scale_gate_time_constant-bac677a78d,pospischil2008_lts,biophysical,scale_gate_time_constant,"{""channel"":""IM"",""factor"":1.25,""gate"":""p"",""mechanism"":""q10_insert""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/channels/IM/IM.channel.nml"",""locator"":""/neuroml[@id='IM']/ionChannel[@id='IM']/gate[@id='p']/q10Settings[1]"",""new"":""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""1.25\""/>"",""note"":""scale_gate_time_constant"",""old"":null}]",{},"scale_gate_time_constant at NeuroML2/channels/IM/IM.channel.nml:/neuroml[@id='IM']/ionChannel[@id='IM']/gate[@id='p'] {""channel"": ""IM"", ""factor"": 1.25, ""gate"": ""p"", ""mechanism"": ""q10_insert""} ",20260913
m-shift_initial_voltage-11bd93c6c3,pospischil2008_lts,biophysical,shift_initial_voltage,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/initMembPotential[1]"",""new"":""-89.0 mV"",""old"":""-84.0 mV""}],""element"":""initMembPotential"",""element_id"":null,""shift_mV"":-5.0}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/initMembPotential[1]"",""new"":""-89.0 mV"",""note"":""shift_initial_voltage"",""old"":""-84.0 mV""}]",{},"shift_initial_voltage at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/initMembPotential[1] {""element"": ""initMembPotential"", ""element_id"": null, ""shift_mV"": -5.0} value: '-84.0 mV' -> '-89.0 mV'",20260913
m-shift_initial_voltage-6b902307a8,pospischil2008_lts,biophysical,shift_initial_voltage,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/initMembPotential[1]"",""new"":""-82.0 mV"",""old"":""-84.0 mV""}],""element"":""initMembPotential"",""element_id"":null,""shift_mV"":2.0}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/initMembPotential[1]"",""new"":""-82.0 mV"",""note"":""shift_initial_voltage"",""old"":""-84.0 mV""}]",{},"shift_initial_voltage at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/initMembPotential[1] {""element"": ""initMembPotential"", ""element_id"": null, ""shift_mV"": 2.0} value: '-84.0 mV' -> '-82.0 mV'",20260913
m-wrong_segment_group-feb11f7645,pospischil2008_lts,biophysical,wrong_segment_group,"{""changes"":[{""attribute"":""segmentGroup"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""Soma"",""old"":null}],""element"":""channelDensity"",""element_id"":""Kd_all"",""new_group"":""Soma""}","[{""action"":""set"",""attribute"":""segmentGroup"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""Soma"",""note"":""wrong_segment_group"",""old"":null}]",{},"wrong_segment_group at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element"": ""channelDensity"", ""element_id"": ""Kd_all"", ""new_group"": ""Soma""} segmentGroup: None -> 'Soma'",20260913
m-wrong_segment_group-69f2f09ffc,pospischil2008_lts,biophysical,wrong_segment_group,"{""changes"":[{""attribute"":""segmentGroup"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""soma_group"",""old"":null}],""element"":""channelDensity"",""element_id"":""Kd_all"",""new_group"":""soma_group""}","[{""action"":""set"",""attribute"":""segmentGroup"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""soma_group"",""note"":""wrong_segment_group"",""old"":null}]",{},"wrong_segment_group at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element"": ""channelDensity"", ""element_id"": ""Kd_all"", ""new_group"": ""soma_group""} segmentGroup: None -> 'soma_group'",20260913
m-increase_dt-12296e231e,pospischil2008_lts,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.004ms"",""old"":""0.001ms""}],""factor"":4}","[{""action"":""set"",""attribute"":""step"",""file"":""NeuroML2/cells/LTS/LEMS_LTS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.004ms"",""note"":""increase_dt"",""old"":""0.001ms""}]","{""dt_factor"":4}","increase_dt at NeuroML2/cells/LTS/LEMS_LTS.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 4} step: '0.001ms' -> '0.004ms'",20260913
m-increase_dt-26c6d170d7,pospischil2008_lts,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""old"":""0.001ms""}],""factor"":10}","[{""action"":""set"",""attribute"":""step"",""file"":""NeuroML2/cells/LTS/LEMS_LTS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""note"":""increase_dt"",""old"":""0.001ms""}]","{""dt_factor"":10}","increase_dt at NeuroML2/cells/LTS/LEMS_LTS.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 10} step: '0.001ms' -> '0.01ms'",20260913
m-solver_config-05a4d042ce,pospischil2008_lts,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""rk4""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/LTS/LEMS_LTS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""rk4\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""rk4""}","solver_config at NeuroML2/cells/LTS/LEMS_LTS.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""rk4""} ",20260913
m-solver_config-f0ab9d8f86,pospischil2008_lts,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""eulertree""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/LTS/LEMS_LTS.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""eulertree""}","solver_config at NeuroML2/cells/LTS/LEMS_LTS.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""eulertree""} ",20260913
m-recording_resolution-7d86fbc601,pospischil2008_lts,numerical,recording_resolution,"{""sample_every_ms"":0.05}",[],"{""sample_every_ms"":0.05}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.05} ",20260913
m-recording_resolution-46bcb819ee,pospischil2008_lts,numerical,recording_resolution,"{""sample_every_ms"":0.25}",[],"{""sample_every_ms"":0.25}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.25} ",20260913
m-wrong_channel-091a20b452,pospischil2008_lts,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"",""new"":""Kd"",""old"":""LeakConductance""}],""element_id"":""LeakConductance_all"",""new_species"":""k"",""old_species"":""non_specific""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"",""new"":""Kd"",""note"":""wrong_channel"",""old"":""LeakConductance""}]",{},"wrong_channel at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all'] {""element_id"": ""LeakConductance_all"", ""new_species"": ""k"", ""old_species"": ""non_specific""} ionChannel: 'LeakConductance' -> 'Kd'",20260913
m-wrong_channel-b78286d788,pospischil2008_lts,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""Na"",""old"":""Kd""}],""element_id"":""Kd_all"",""new_species"":""na"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""Na"",""note"":""wrong_channel"",""old"":""Kd""}]",{},"wrong_channel at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element_id"": ""Kd_all"", ""new_species"": ""na"", ""old_species"": ""k""} ionChannel: 'Kd' -> 'Na'",20260913
m-omit_include-0307bc9abe,pospischil2008_lts,reference,omit_include,"{""href"":""../../channels/IT/IT.channel.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/IT/IT.channel.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/include[5]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/IT/IT.channel.nml\""/>""}]",{},"omit_include at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/include[5] {""href"": ""../../channels/IT/IT.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/IT/IT.channel.nml\""/>""} ",20260913
m-omit_include-7207b139f8,pospischil2008_lts,reference,omit_include,"{""href"":""../../channels/Ca/Ca.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Ca/Ca.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/include[6]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Ca/Ca.nml\""/>""}]",{},"omit_include at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/include[6] {""href"": ""../../channels/Ca/Ca.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../../channels/Ca/Ca.nml\""/>""} ",20260913
m-duplicate_conductance-49ac9c1585,pospischil2008_lts,reference,duplicate_conductance,"{""new_id"":""Na_all_dup"",""source_id"":""Na_all""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_all_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""0.05 S_per_cm2\"" id=\""Na_all_dup\"" ionChannel=\""Na\"" ion=\""na\"" erev=\""50.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_all'] {""new_id"": ""Na_all_dup"", ""source_id"": ""Na_all""} ",20260913
m-duplicate_conductance-e09481d53c,pospischil2008_lts,reference,duplicate_conductance,"{""new_id"":""Kd_all_dup"",""source_id"":""Kd_all""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""0.005 S_per_cm2\"" id=\""Kd_all_dup\"" ionChannel=\""Kd\"" ion=\""k\"" erev=\""-100.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""new_id"": ""Kd_all_dup"", ""source_id"": ""Kd_all""} ",20260913
m-wrong_compatible_component-30dde70761,pospischil2008_lts,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""IM"",""old"":""Kd""}],""element_id"":""Kd_all"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""IM"",""note"":""wrong_compatible_component"",""old"":""Kd""}]",{},"wrong_compatible_component at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element_id"": ""Kd_all"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'Kd' -> 'IM'",20260913
m-wrong_compatible_component-c51f0c7ae1,pospischil2008_lts,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""Kd"",""old"":""IM""}],""element_id"":""IM_all"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/cells/LTS/LTS.cell.nml"",""locator"":""/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all']"",""new"":""Kd"",""note"":""wrong_compatible_component"",""old"":""IM""}]",{},"wrong_compatible_component at NeuroML2/cells/LTS/LTS.cell.nml:/neuroml[@id='LTS']/cell[@id='LTS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IM_all'] {""element_id"": ""IM_all"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'IM' -> 'Kd'",20260913
