model_id,model_hash,operator,site,severity,protocol_id,run_id,run_timestamp,git_commit,trace_hash,feature_hash,in_frozen_variant_manifest,in_frozen_experiment_matrix,outcome_generated,outcome_summarized,outcome_viewed_by_claude,outcome_viewed_by_human,possible_design_influence,recommended_classification,evidence_paths,note
nml2_hh_example,not recorded per site (workspace tree hash not stored),shift_forward_rate_midpoint,4,mild,P00_canonical,not recorded in the validation table (runs are under results/audits/kinetics_pilot2/raw),2026-09-17T21:19:14+00:00,cffd026,bccc291af6bff8a902b6250a10c800eb73571da9730b083ad3b66c25a63eb3a3,,"same model and operator, different site",yes,yes,yes,yes,yes,yes,L4_outcome_exposure_with_possible_design_influence,results/audits/kinetics_pilot2/kinetics_validation.json;results/audits/kinetics_pilot2/plots/nml2_hh_example_shift_forward_rate_midpoint_4.png,"spikes_before_after=[7, 1]; max_abs_dv_mV=94.58036231994629"
nml2_hh_example,not recorded per site (workspace tree hash not stored),shift_forward_rate_midpoint,5,mild,P00_canonical,not recorded in the validation table (runs are under results/audits/kinetics_pilot2/raw),2026-09-17T21:19:14+00:00,cffd026,7ce709c9e36f58cca08a00b4be1dfc978a33d99cdfb679d7e385c6f36d67e784,,"same model and operator, different site",yes,yes,yes,yes,yes,yes,L4_outcome_exposure_with_possible_design_influence,results/audits/kinetics_pilot2/kinetics_validation.json;results/audits/kinetics_pilot2/plots/nml2_hh_example_shift_forward_rate_midpoint_5.png,"spikes_before_after=[7, 19]; max_abs_dv_mV=112.32957458496094"
nml2_hh_example,,shift_channel_vshift,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,no eligible site
osb_hh2_477127614,,shift_gate_midpoint,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,gate type gateHHtauInf has no core rate or steady state with 'midpoint'
osb_hh2_477127614,,scale_gate_slope,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,gate type gateHHtauInf has no core rate or steady state with 'scale'
osb_hh2_477127614,,shift_forward_rate_midpoint,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,not a rate gate (no forward and reverse rate)
osb_hh2_477127614,not recorded per site (workspace tree hash not stored),shift_channel_vshift,0,mild,P00_canonical,not recorded in the validation table (runs are under results/audits/kinetics_pilot2/raw),2026-09-17T21:19:14+00:00,cffd026,0ec5e01c191c98fee4c91b5b4d0eafac42592327faccdb23caedefcef18e7a88,,yes,yes,yes,yes,yes,yes,yes,L4_outcome_exposure_with_possible_design_influence,results/audits/kinetics_pilot2/kinetics_validation.json;results/audits/kinetics_pilot2/plots/osb_hh2_477127614_shift_channel_vshift_0.png,"spikes_before_after=[28, 41]; max_abs_dv_mV=99.35188674926758"
osb_hh2_477127614,not recorded per site (workspace tree hash not stored),shift_channel_vshift,1,mild,P00_canonical,not recorded in the validation table (runs are under results/audits/kinetics_pilot2/raw),2026-09-17T21:19:14+00:00,cffd026,2c0adb1b8e641030848181d372a2bf39bcb354de7e23b6a164b9e01e09d94b15,,"same model and operator, different site",yes,yes,yes,yes,yes,yes,L4_outcome_exposure_with_possible_design_influence,results/audits/kinetics_pilot2/kinetics_validation.json;results/audits/kinetics_pilot2/plots/osb_hh2_477127614_shift_channel_vshift_1.png,"spikes_before_after=[28, 0]; max_abs_dv_mV=74.97419738769531"
pospischil2008_fs,,shift_gate_midpoint,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,rates Kd_n_alpha_rate/Kd_n_beta_rate are not core rate types with 'midpoint'
pospischil2008_fs,,scale_gate_slope,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,rates Kd_n_alpha_rate/Kd_n_beta_rate are not core rate types with 'scale'
pospischil2008_fs,,shift_forward_rate_midpoint,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,rates Kd_n_alpha_rate/Kd_n_beta_rate are not core rate types with 'midpoint'
pospischil2008_fs,,shift_channel_vshift,,,P00_canonical,,2026-09-17T21:19:14+00:00,cffd026,,,no,no,no,yes,yes,yes,yes,L1_static_contact_only (operator inapplicable; the inapplicability reason was used in the protocol text),results/audits/kinetics_pilot2/kinetics_validation.json,no eligible site
