model_id,variant_id,protocol_id,refinement_level,planned,validation_levels
acnet2_pyr_soma,m-duplicate_conductance-bdd4b1d9e1,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,m-duplicate_conductance-bdd4b1d9e1,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-duplicate_conductance-bdd4b1d9e1,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-duplicate_conductance-bdd4b1d9e1,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,m-duplicate_conductance-bdd4b1d9e1,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-duplicate_conductance-bdd4b1d9e1,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,m-wrong_compatible_component-a38cf2a7ad,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__unit_conversion__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__xml_formatting__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__add_comments__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__numeric_literal_format__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__rename_identifier__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__factor_file__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P08_rebound,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P08_rebound,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P09_short_pulse,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P09_short_pulse,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__reorder_independent__000,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P00_canonical,h,always,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P00_canonical,h/2,if detected at h,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P02_weak_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P02_weak_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P03_rheobase,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P03_rheobase,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P04_step_2x,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P04_step_2x,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P05_long_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P05_long_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P06_ramp,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P06_ramp,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P07_hyperpolarizing_step,h,always,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
acnet2_pyr_soma,acnet2_pyr_soma__explicit_default__000,P08_rebound,h,always,"D,E"
